Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
,,,25773,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,730,,FALSCH,WAHR
,,,25447,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,782,,FALSCH,WAHR
,,,25120,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,833,,FALSCH,WAHR
,,,24794,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,885,,FALSCH,WAHR
,,,24467,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,936,,FALSCH,WAHR
,,,25471,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,724,,FALSCH,WAHR
,,,25098,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,776,,FALSCH,WAHR
,,,24724,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,827,,FALSCH,WAHR
,,,24351,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,879,,FALSCH,WAHR
,,,23978,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,930,,FALSCH,WAHR
,,,25168,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,719,,FALSCH,WAHR
,,,24749,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,771,,FALSCH,WAHR
,,,24329,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,822,,FALSCH,WAHR
,,,23909,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,874,,FALSCH,WAHR
,,,23489,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,925,,FALSCH,WAHR
,,,24866,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,715,,FALSCH,WAHR
,,,24400,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,767,,FALSCH,WAHR
,,,23933,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,818,,FALSCH,WAHR
,,,23467,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,870,,FALSCH,WAHR
,,,23000,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,921,,FALSCH,WAHR
,,,24564,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,712,,FALSCH,WAHR
,,,24050,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,764,,FALSCH,WAHR
,,,23537,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,815,,FALSCH,WAHR
,,,23024,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,867,,FALSCH,WAHR
,,,22511,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,918,,FALSCH,WAHR
,,,24261,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,709,,FALSCH,WAHR
,,,23701,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,761,,FALSCH,WAHR
,,,23142,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,812,,FALSCH,WAHR
,,,22582,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,864,,FALSCH,WAHR
,,,22022,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,916,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",17790,17089,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,Mazda CX-3 2.0 SKYACTIV-G 120 Exclusive-Line Automatik,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
SUV / Geländewagen / Pickup<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
26.000 km<br>
<strong>Hubraum</strong>
1.998 cm³<br>
<strong>Leistung</strong>
88 kW (120 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 5,9 l/100km (kombiniert)<br>
ca. 7,4 l/100km (innerorts)<br>
ca. 4,9 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 140 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
02/2018<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
02/2021<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Ceramic<br>
<strong>Farbe</strong>
Weiß Metallic<br>
<strong>Innenausstattung</strong>
Stoff<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Berganfahrassistent, Bluetooth, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Isofix, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notbremsassistent, Radio DAB, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Sitzheizung, Sprachsteuerung, Spurhalteassistent, Start/Stopp-Automatik, Tempomat, Totwinkel-Assistent, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Mazda,,"Marke_Mazda, Typ_SUV, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_100 bis 150 PS,Leistung_Alle, Schaltung_Automatik, Farbe_Weiß, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,542,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/kaMAAOSw2GpfEdzg/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/mxgAAOSwRAVfEdzg/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/8IEAAOSw7z9fEdzg/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/bVgAAOSwRqJfEdzg/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/qZwAAOSwJiZfEdzg/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/8N0AAOSwBOpfEdzg/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/MQUAAOSwuupfEdzg/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/qIoAAOSwoXBfEdzg/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ccsAAOSwH75fEdzg/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/BzIAAOSwOrNfEdzg/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/9gUAAOSwpBxfEdzg/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/j50AAOSwsihfEdzg/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/rTwAAOSwF0BfEdzg/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/L9wAAOSwj1lfEdzg/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/XZYAAOSwAi9fEdzg/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/kaMAAOSw2GpfEdzg/$_27.JPG,16,,,,,,,,,,,nil
,,,17000,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,575,,FALSCH,WAHR
,,,16911,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,608,,FALSCH,WAHR
,,,16822,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,641,,FALSCH,WAHR
,,,16733,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,673,,FALSCH,WAHR
,,,16888,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,522,,FALSCH,WAHR
,,,16770,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,555,,FALSCH,WAHR
,,,16651,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,588,,FALSCH,WAHR
,,,16533,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,621,,FALSCH,WAHR
,,,16414,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,653,,FALSCH,WAHR
,,,16688,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,510,,FALSCH,WAHR
,,,16540,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,543,,FALSCH,WAHR
,,,16392,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,576,,FALSCH,WAHR
,,,16243,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,609,,FALSCH,WAHR
,,,16095,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,641,,FALSCH,WAHR
,,,16488,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,502,,FALSCH,WAHR
,,,16310,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,535,,FALSCH,WAHR
,,,16132,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,568,,FALSCH,WAHR
,,,15954,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,601,,FALSCH,WAHR
,,,15776,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,652,,FALSCH,WAHR
,,,16287,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,513,,FALSCH,WAHR
,,,16080,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,545,,FALSCH,WAHR
,,,15872,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,578,,FALSCH,WAHR
,,,15665,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,611,,FALSCH,WAHR
,,,15457,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,644,,FALSCH,WAHR
,,,16087,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,506,,FALSCH,WAHR
,,,15850,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,539,,FALSCH,WAHR
,,,15612,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,572,,FALSCH,WAHR
,,,15375,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,605,,FALSCH,WAHR
,,,15138,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,637,,FALSCH,WAHR
,,,15886,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,501,,FALSCH,WAHR
,,,15620,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,534,,FALSCH,WAHR
,,,15353,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,567,,FALSCH,WAHR
,,,15086,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,600,,FALSCH,WAHR
,,,14819,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,632,,FALSCH,WAHR
,,,15686,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,498,,FALSCH,WAHR
,,,15390,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,530,,FALSCH,WAHR
,,,15093,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,563,,FALSCH,WAHR
,,,14797,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,596,,FALSCH,WAHR
,,,14500,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,629,,FALSCH,WAHR
,,,15486,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,494,,FALSCH,WAHR
,,,15159,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,527,,FALSCH,WAHR
,,,14833,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,560,,FALSCH,WAHR
,,,14507,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,593,,FALSCH,WAHR
,,,14181,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,625,,FALSCH,WAHR
,,,15285,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,492,,FALSCH,WAHR
,,,14929,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,525,,FALSCH,WAHR
,,,14574,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,557,,FALSCH,WAHR
,,,14218,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,590,,FALSCH,WAHR
,,,13862,Mazda-CX-3-2.0-SKYACTIV-G-120-Exclusive-Line-Automatik,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,623,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",18590,17865,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,Mazda CX-3 SKY-G 121PS Exclusive LED PDC SHZ Allwetter,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
SUV / Geländewagen / Pickup<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
8.300 km<br>
<strong>Hubraum</strong>
1.998 cm³<br>
<strong>Leistung</strong>
89 kW (121 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 6,2 l/100km (kombiniert)<br>
ca. 7,5 l/100km (innerorts)<br>
ca. 5,4 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 141 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6d-TEMP<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
10/2018<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Magmarot Metallic<br>
<strong>Farbe</strong>
Rot Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Andere<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Allwetterreifen, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Musikstreaming integriert, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notbremsassistent, Pannenkit, Radio DAB, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sprachsteuerung, Spurhalteassistent, Start/Stopp-Automatik, Tempomat, Totwinkel-Assistent, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Volldigitales Kombiinstrument, Zentralverriegelung
</p>",Mazda,,"Marke_Mazda, Typ_SUV, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_100 bis 150 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Rot, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,556,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ckwAAOSwBuVezqR8/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/JQMAAOSwzn9ezqR9/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/r3gAAOSwGjpezqR8/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ePsAAOSwD2JezqR8/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/Tl0AAOSwyPRezqR8/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/N3EAAOSwR25ezqR8/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/K5EAAOSwdeNezqR8/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/iBEAAOSws4tezqR8/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/2kYAAOSw3C5ezqR8/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/pGkAAOSw1EZezqR8/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/2F8AAOSw8ltezqR9/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/oo4AAOSwne9ezqR-/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/9ucAAOSw8SdezqR8/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/GNQAAOSwqQpezqR8/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/zFEAAOSwSnZezqR8/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ckwAAOSwBuVezqR8/$_27.JPG,16,,,,,,,,,,,nil
,,,17772,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,590,,FALSCH,WAHR
,,,17679,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,624,,FALSCH,WAHR
,,,17586,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,658,,FALSCH,WAHR
,,,17493,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,692,,FALSCH,WAHR
,,,17656,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,536,,FALSCH,WAHR
,,,17532,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,570,,FALSCH,WAHR
,,,17409,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,604,,FALSCH,WAHR
,,,17285,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,638,,FALSCH,WAHR
,,,17161,Mazda-CX-3-SKY-G-121PS-Exclusive-LED-PDC-SHZ-Allwetter,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,673,,FALSCH,WAHR
